Record_ID,Place,Zone,Police_Station,Crime_Type,Severity,Victim_Gender,Victim_Age_Group,Time_of_Crime,Day_of_Week,Month,Year,Weapon_Used,Number_of_Accused,Reported_Within_24h,Case_Status,Additional_Details,Data_Source
NGP-SYN-0097,Bajaj Nagar,Zone I,Bajaj Nagar,Chain Snatching,Medium,Female,18-25,Night (7-11 PM),Saturday,September,2024,Knife/Sharp Weapon,Unknown,Yes,Under Trial,Complaint filed at nearest police chowki; case under review.,Fully Synthetic (for ML training / MVP use only - not real incidents)
NGP-SYN-0098,Itwari,Zone III,Itwari,Cattle Theft,Low,Male,Under 18,Late Night (11 PM-4 AM),Tuesday,April,2026,None,1,No,Absconding Accused,Accused fled the scene; manhunt launched by local police.,Fully Synthetic (for ML training / MVP use only - not real incidents)
NGP-SYN-0099,Pipla,Zone V,Pipla,Motor Vehicle Theft,Medium,Female,36-45,Late Night (11 PM-4 AM),Sunday,January,2025,None,3,Yes,Chargesheet Filed,Case reported to local police station; investigation ongoing.,Fully Synthetic (for ML training / MVP use only - not real incidents)
NGP-SYN-0100,Itwari,Zone III,Itwari,Fraud,Medium,Female,Under 18,Night (7-11 PM),Friday,February,2023,Blunt Object,1,Yes,FIR Registered - Under Investigation,Incident reported by area residents; police patrol increased subsequently.,Fully Synthetic (for ML training / MVP use only - not real incidents)
NGP-SYN-0101,Hingna,Zone I,Hingna,Theft,Low,Male,36-45,Night (7-11 PM),Sunday,April,2026,None,2,Yes,Under Trial,Case linked to a series of similar incidents in the area.,Fully Synthetic (for ML training / MVP use only - not real incidents)
NGP-SYN-0102,Ashok Nagar,Other,Ashok Nagar,Attempted Murder,High,Male,18-25,Afternoon (11 AM-3 PM),Monday,November,2026,Firearm,2,No,FIR Registered - Under Investigation,Case linked to a series of similar incidents in the area.,Fully Synthetic (for ML training / MVP use only - not real incidents)
NGP-SYN-0103,Sadar,Zone II,Sadar,Cyber Fraud,Medium,Male,26-35,Afternoon (11 AM-3 PM),Monday,May,2024,Knife/Sharp Weapon,Unknown,No,FIR Registered - Under Investigation,Accused fled the scene; manhunt launched by local police.,Fully Synthetic (for ML training / MVP use only - not real incidents)
NGP-SYN-0104,Kapil Nagar,Zone V,Kapil Nagar,Gambling,Low,Male,Under 18,Night (7-11 PM),Wednesday,February,2025,None,2,No,FIR Registered - Under Investigation,Incident logged in police records; no fatalities reported.,Fully Synthetic (for ML training / MVP use only - not real incidents)
NGP-SYN-0105,Gokulpeth,Other,Gokulpeth,Mobile Phone Snatching,Low,Not Specified,18-25,Late Night (11 PM-4 AM),Monday,January,2024,None,2,Yes,Case Closed - Convicted,Reported during routine beat patrolling; preventive action initiated in the locality.,Fully Synthetic (for ML training / MVP use only - not real incidents)
NGP-SYN-0106,Dharampeth,Zone II,Dharampeth,Illegal Liquor Trade,Low,Not Specified,46-60,Evening (3-7 PM),Saturday,April,2023,None,1,Yes,Case Closed - Convicted,Case registered under relevant sections of BNS; probe underway.,Fully Synthetic (for ML training / MVP use only - not real incidents)
NGP-SYN-0107,Subhash Nagar,Zone I,Subhash Nagar,Assault,Medium,Not Specified,36-45,Late Night (11 PM-4 AM),Monday,December,2026,Knife/Sharp Weapon,1,No,FIR Registered - Under Investigation,Complaint filed at nearest police chowki; case under review.,Fully Synthetic (for ML training / MVP use only - not real incidents)
NGP-SYN-0108,Gaddi Godam,Zone III,Gaddi Godam,Mobile Phone Snatching,Low,Female,26-35,Night (7-11 PM),Sunday,October,2023,None,2,No,Case Pending,Accused fled the scene; manhunt launched by local police.,Fully Synthetic (for ML training / MVP use only - not real incidents)
NGP-SYN-0109,Bajeria,Zone III,Bajeria,House Break-in,Medium,Female,36-45,Night (7-11 PM),Friday,May,2025,Blunt Object,2,Yes,Chargesheet Filed,Case registered under relevant sections of BNS; probe underway.,Fully Synthetic (for ML training / MVP use only - not real incidents)
NGP-SYN-0110,Shraddhanand Peth,Zone II,Shraddhanand Peth,Murder,High,Male,36-45,Afternoon (11 AM-3 PM),Saturday,April,2023,Vehicle,1,Yes,FIR Registered - Under Investigation,Reported during routine beat patrolling; preventive action initiated in the locality.,Fully Synthetic (for ML training / MVP use only - not real incidents)
NGP-SYN-0111,Ramdaspeth,Zone II,Ramdaspeth,Mobile Phone Snatching,Low,Male,36-45,Morning (7-11 AM),Saturday,May,2026,None,1,Yes,Chargesheet Filed,Local police confirmed the incident; identity of accused not officially disclosed.,Fully Synthetic (for ML training / MVP use only - not real incidents)
NGP-SYN-0112,Bajaj Nagar,Zone I,Bajaj Nagar,Assault,Medium,Male,26-35,Late Night (11 PM-4 AM),Tuesday,December,2026,None/Physical Force,1,No,Chargesheet Filed,Neighbourhood watch flagged the incident; forwarded to local police station.,Fully Synthetic (for ML training / MVP use only - not real incidents)
NGP-SYN-0113,Gaddi Godam,Zone III,Gaddi Godam,Theft,Low,Male,46-60,Late Night (11 PM-4 AM),Thursday,November,2025,None,3,Yes,Under Trial,Case linked to a series of similar incidents in the area.,Fully Synthetic (for ML training / MVP use only - not real incidents)
NGP-SYN-0114,Seminary Hills,Other,Seminary Hills,Attempted Murder,High,Male,26-35,Night (7-11 PM),Tuesday,July,2025,Blunt Object,3,Yes,FIR Registered - Under Investigation,Victim taken to nearby hospital for treatment.,Fully Synthetic (for ML training / MVP use only - not real incidents)
NGP-SYN-0115,Bhandewadi,Other,Bhandewadi,Chain Snatching,Medium,Male,36-45,Evening (3-7 PM),Saturday,March,2025,None,1,No,Case Closed - Convicted,Reported during routine beat patrolling; preventive action initiated in the locality.,Fully Synthetic (for ML training / MVP use only - not real incidents)
NGP-SYN-0116,Wadi,Zone I,Wadi,Cyber Fraud,Medium,Male,18-25,Night (7-11 PM),Thursday,October,2023,Blunt Object,2,Yes,Case Closed - Convicted,Neighbourhood watch flagged the incident; forwarded to local police station.,Fully Synthetic (for ML training / MVP use only - not real incidents)
NGP-SYN-0117,Rajendra Nagar,Other,Rajendra Nagar,Theft,Low,Not Specified,36-45,Evening (3-7 PM),Friday,July,2025,None,3,No,FIR Registered - Under Investigation,Victim taken to nearby hospital for treatment.,Fully Synthetic (for ML training / MVP use only - not real incidents)
NGP-SYN-0118,Mahal,Zone VI (Gandhibagh),Mahal,Assault,Medium,Male,26-35,Afternoon (11 AM-3 PM),Saturday,November,2026,None/Physical Force,1,Yes,FIR Registered - Under Investigation,CCTV footage under review as part of investigation.,Fully Synthetic (for ML training / MVP use only - not real incidents)
NGP-SYN-0119,Kotwali,Zone VI (Gandhibagh),Kotwali,Mobile Phone Snatching,Low,Female,60+,Late Night (11 PM-4 AM),Sunday,February,2023,None,2,Yes,Chargesheet Filed,Victim taken to nearby hospital for treatment.,Fully Synthetic (for ML training / MVP use only - not real incidents)
NGP-SYN-0120,Giripeth,Zone II,Giripeth,Fraud,Medium,Male,36-45,Evening (3-7 PM),Saturday,September,2024,None,2,No,Chargesheet Filed,Incident reported by area residents; police patrol increased subsequently.,Fully Synthetic (for ML training / MVP use only - not real incidents)
NGP-SYN-0121,Ramdaspeth,Zone II,Ramdaspeth,Gambling,Low,Female,60+,Night (7-11 PM),Wednesday,May,2026,None,1,Yes,Chargesheet Filed,Case registered under relevant sections of BNS; probe underway.,Fully Synthetic (for ML training / MVP use only - not real incidents)
NGP-SYN-0122,Yashodhara Nagar,Zone V,Yashodhara Nagar,Cyber Fraud,Medium,Female,18-25,Morning (7-11 AM),Sunday,June,2026,None,1,Yes,FIR Registered - Under Investigation,Incident reported by area residents; police patrol increased subsequently.,Fully Synthetic (for ML training / MVP use only - not real incidents)
NGP-SYN-0123,Mahal,Zone VI (Gandhibagh),Mahal,Robbery,High,Male,36-45,Late Night (11 PM-4 AM),Tuesday,April,2025,Blunt Object,3,Yes,Case Closed - Convicted,Victim taken to nearby hospital for treatment.,Fully Synthetic (for ML training / MVP use only - not real incidents)
NGP-SYN-0124,Nandanvan,Zone IV,Nandanvan,Mobile Phone Snatching,Low,Female,46-60,Morning (7-11 AM),Sunday,November,2026,None,2,Yes,Case Closed - Acquitted,Local police confirmed the incident; identity of accused not officially disclosed.,Fully Synthetic (for ML training / MVP use only - not real incidents)
NGP-SYN-0125,Ganeshpeth,Zone VI (Gandhibagh),Ganeshpeth,Fraud,Medium,Male,18-25,Night (7-11 PM),Monday,September,2025,Blunt Object,1,Yes,Under Trial,Incident logged in police records; no fatalities reported.,Fully Synthetic (for ML training / MVP use only - not real incidents)
NGP-SYN-0126,Hudkeshwar,Zone IV,Hudkeshwar,Cyber Fraud,Medium,Not Specified,36-45,Night (7-11 PM),Thursday,October,2025,Blunt Object,2,Yes,Under Trial,CCTV footage under review as part of investigation.,Fully Synthetic (for ML training / MVP use only - not real incidents)
NGP-SYN-0127,Pachpaoli,Zone VI (Gandhibagh),Pachpaoli,Motor Vehicle Theft,Medium,Male,36-45,Night (7-11 PM),Wednesday,December,2023,None/Physical Force,2,No,FIR Registered - Under Investigation,Victim taken to nearby hospital for treatment.,Fully Synthetic (for ML training / MVP use only - not real incidents)
NGP-SYN-0128,Sadar,Zone II,Sadar,Cyber Fraud,Medium,Male,36-45,Night (7-11 PM),Thursday,June,2025,Knife/Sharp Weapon,3,Yes,FIR Registered - Under Investigation,Victim taken to nearby hospital for treatment.,Fully Synthetic (for ML training / MVP use only - not real incidents)
NGP-SYN-0129,Beltarodi,Zone IV,Beltarodi,Mobile Phone Snatching,Low,Female,Under 18,Afternoon (11 AM-3 PM),Wednesday,July,2026,None,4,No,FIR Registered - Under Investigation,Neighbourhood watch flagged the incident; forwarded to local police station.,Fully Synthetic (for ML training / MVP use only - not real incidents)
NGP-SYN-0130,Ravi Nagar,Zone II,Ravi Nagar,House Break-in,Medium,Female,26-35,Late Night (11 PM-4 AM),Monday,November,2023,Knife/Sharp Weapon,1,No,Under Trial,Victim taken to nearby hospital for treatment.,Fully Synthetic (for ML training / MVP use only - not real incidents)
NGP-SYN-0131,Friends Colony,Zone IV,Friends Colony,Fraud,Medium,Not Specified,18-25,Early Morning (4-7 AM),Friday,August,2026,None/Physical Force,3,Yes,FIR Registered - Under Investigation,Victim taken to nearby hospital for treatment.,Fully Synthetic (for ML training / MVP use only - not real incidents)
NGP-SYN-0132,Jaripatka,Zone V,Jaripatka,Illegal Weapons Possession,Medium,Not Specified,36-45,Morning (7-11 AM),Saturday,August,2025,None/Physical Force,2,Yes,FIR Registered - Under Investigation,Victim taken to nearby hospital for treatment.,Fully Synthetic (for ML training / MVP use only - not real incidents)
NGP-SYN-0133,Nandanvan,Zone IV,Nandanvan,Attempted Murder,High,Male,36-45,Late Night (11 PM-4 AM),Friday,May,2023,Blunt Object,1,Yes,Under Trial,Accused fled the scene; manhunt launched by local police.,Fully Synthetic (for ML training / MVP use only - not real incidents)
NGP-SYN-0134,Sitabuldi,Zone III,Sitabuldi,Motor Vehicle Theft,Medium,Female,26-35,Night (7-11 PM),Sunday,February,2025,None/Physical Force,2,Yes,Chargesheet Filed,Victim taken to nearby hospital for treatment.,Fully Synthetic (for ML training / MVP use only - not real incidents)
NGP-SYN-0135,Wadi,Zone I,Wadi,Motor Vehicle Theft,Medium,Female,60+,Night (7-11 PM),Monday,February,2024,Blunt Object,Unknown,Yes,Chargesheet Filed,CCTV footage under review as part of investigation.,Fully Synthetic (for ML training / MVP use only - not real incidents)
NGP-SYN-0136,Ajni,Zone IV,Ajni,Assault,Medium,Male,18-25,Night (7-11 PM),Monday,August,2023,None/Physical Force,1,No,FIR Registered - Under Investigation,Local police confirmed the incident; identity of accused not officially disclosed.,Fully Synthetic (for ML training / MVP use only - not real incidents)
NGP-SYN-0137,Sadar,Zone II,Sadar,Domestic Violence / Cruelty by Relatives,Medium,Female,36-45,Late Night (11 PM-4 AM),Friday,November,2023,Blunt Object,2,Yes,Under Trial,Accused fled the scene; manhunt launched by local police.,Fully Synthetic (for ML training / MVP use only - not real incidents)
NGP-SYN-0138,Wadi,Zone I,Wadi,Murder,High,Male,46-60,Early Morning (4-7 AM),Friday,December,2024,Vehicle,4,No,FIR Registered - Under Investigation,Incident reported by area residents; police patrol increased subsequently.,Fully Synthetic (for ML training / MVP use only - not real incidents)
NGP-SYN-0139,Mangalwari,Zone III,Mangalwari,Assault,Medium,Not Specified,26-35,Night (7-11 PM),Saturday,June,2026,Blunt Object,1,Yes,FIR Registered - Under Investigation,Incident reported by area residents; police patrol increased subsequently.,Fully Synthetic (for ML training / MVP use only - not real incidents)
NGP-SYN-0140,Suyog Nagar,Other,Suyog Nagar,Motor Vehicle Theft,Medium,Male,26-35,Late Night (11 PM-4 AM),Saturday,November,2025,Knife/Sharp Weapon,1,No,FIR Registered - Under Investigation,Victim taken to nearby hospital for treatment.,Fully Synthetic (for ML training / MVP use only - not real incidents)
NGP-SYN-0141,Hingna,Zone I,Hingna,Robbery,High,Not Specified,26-35,Late Night (11 PM-4 AM),Sunday,October,2025,Knife/Sharp Weapon,1,No,Chargesheet Filed,Case registered under relevant sections of BNS; probe underway.,Fully Synthetic (for ML training / MVP use only - not real incidents)
NGP-SYN-0142,Mominpura,Zone III,Mominpura,Theft,Low,Female,46-60,Morning (7-11 AM),Tuesday,October,2023,None,3,No,FIR Registered - Under Investigation,Local police confirmed the incident; identity of accused not officially disclosed.,Fully Synthetic (for ML training / MVP use only - not real incidents)
NGP-SYN-0143,Vayusena Nagar,Other,Vayusena Nagar,Fraud,Medium,Female,26-35,Night (7-11 PM),Tuesday,December,2024,None,2,Yes,Under Trial,Local police confirmed the incident; identity of accused not officially disclosed.,Fully Synthetic (for ML training / MVP use only - not real incidents)
NGP-SYN-0144,Ramdaspeth,Zone II,Ramdaspeth,Cyber Fraud,Medium,Not Specified,46-60,Late Night (11 PM-4 AM),Sunday,June,2025,None,2,Yes,Case Closed - Convicted,FIR lodged based on victim complaint; no further public details available.,Fully Synthetic (for ML training / MVP use only - not real incidents)
NGP-SYN-0145,Gandhinagar,Other,Gandhinagar,Murder,High,Female,18-25,Night (7-11 PM),Wednesday,December,2023,Knife/Sharp Weapon,1,Yes,FIR Registered - Under Investigation,Reported during routine beat patrolling; preventive action initiated in the locality.,Fully Synthetic (for ML training / MVP use only - not real incidents)
NGP-SYN-0146,Chaoni,Other,Chaoni,Gambling,Low,Male,60+,Early Morning (4-7 AM),Sunday,August,2024,None,2,Yes,Under Trial,FIR lodged based on victim complaint; no further public details available.,Fully Synthetic (for ML training / MVP use only - not real incidents)
NGP-SYN-0147,Pardi,Zone V,Pardi,House Break-in,Medium,Male,60+,Early Morning (4-7 AM),Thursday,May,2024,None,3,No,Case Closed - Convicted,FIR lodged based on victim complaint; no further public details available.,Fully Synthetic (for ML training / MVP use only - not real incidents)
NGP-SYN-0148,Ramdaspeth,Zone II,Ramdaspeth,NDPS (Narcotics),Medium,Male,60+,Evening (3-7 PM),Wednesday,September,2023,None,2,No,FIR Registered - Under Investigation,Case linked to a series of similar incidents in the area.,Fully Synthetic (for ML training / MVP use only - not real incidents)
NGP-SYN-0149,Trimurti Nagar,Zone I,Trimurti Nagar,Kidnapping,High,Male,Under 18,Night (7-11 PM),Friday,November,2025,Blunt Object,4,Yes,Case Closed - Convicted,Complaint filed at nearest police chowki; case under review.,Fully Synthetic (for ML training / MVP use only - not real incidents)
NGP-SYN-0150,Ravi Nagar,Zone II,Ravi Nagar,House Break-in,Medium,Male,60+,Morning (7-11 AM),Sunday,January,2025,Knife/Sharp Weapon,2,Yes,FIR Registered - Under Investigation,Case reported to local police station; investigation ongoing.,Fully Synthetic (for ML training / MVP use only - not real incidents)
NGP-SYN-0151,Vayusena Nagar,Other,Vayusena Nagar,Domestic Violence / Cruelty by Relatives,Medium,Female,18-25,Morning (7-11 AM),Friday,May,2025,None/Physical Force,2,Yes,Absconding Accused,Details limited in public record; case status as per station register.,Fully Synthetic (for ML training / MVP use only - not real incidents)
NGP-SYN-0152,Mominpura,Zone III,Mominpura,Cyber Fraud,Medium,Female,26-35,Morning (7-11 AM),Monday,November,2026,Blunt Object,1,No,Chargesheet Filed,Incident logged in police records; no fatalities reported.,Fully Synthetic (for ML training / MVP use only - not real incidents)
NGP-SYN-0153,Seminary Hills,Other,Seminary Hills,Theft,Low,Male,46-60,Late Night (11 PM-4 AM),Sunday,July,2026,None,2,Yes,Under Trial,Case reported to local police station; investigation ongoing.,Fully Synthetic (for ML training / MVP use only - not real incidents)
